"EDR127420","socius<br>Ve&#7771;viciu(s)<br>SAV(?)"
"EDR127422","rotund(us)<br>rotu(ndus)<br>ro(tundus)"
"EDR127844","SAV&#770;F"
"EDR127976","mulierarianus<br>va(le)  hus<br>Aullu (:Aulus?)"
"EDR127981","Popiu(s)"
"EDR128284","Provi=<br>den&#770;tes<br>"
"EDR128285","A(uli) Iuni"
"EDR128287","&#12296;:stria 7&#12297;<br>X<br><br>&#12296;:stria 12&#12297;<br>X <br>R<br><br>&#12296;:stria 17&#12297;<br>S"
"EDR128291","Trae(x) (:Thraex)"
"EDR128292","Apsyrtus <br>Lacene<br>u&#770;b&#770;i&#770;q(ue)"
"EDR128293","C(aius) T(---?) Lux"
"EDR128563","((:crux orbiculis ad extremum bracchiorum))"
"EDR128746","&#12296;:textus non legitur&#12297;"
"EDR128747","POM&#923;"
"EDR128749","D D D<br>D D D"
"EDR128750","&#12296;:stria 5&#12297;<br>X<br><br>&#12296;:stria 8&#12297;<br>IIIII<br><br>X<br><br>&#12296;:stria 12&#12297;<br>X<br>X<br><br>&#12296;:stria 13&#12297;<br>X<br><br>&#12296;:stria 16&#12297;<br>X<br><br>&#12296;:stria 17&#12297;<br>((denarius))"
"EDR128756","Sev+"
"EDR128758","SE"
"EDR128762","Ca&#803;listus (:Callistus)<br>hic lusit<br>c&#7909;m"
"EDR128769","&#12296;:ad perpendiculum&#12297;<br>V&#770;BB"
"EDR128770","C(aius) T(---?) Lux"
"EDR128772","VA (:vale)"
"EDR128773","RV7I (:Rufi?)"
"EDR128774","PI<br>&#12296;:vacat&#12297;<br>G<br>G<br>C<br>"
"EDR128775","&#12296;:textus non legitur&#12297;<br>"
"EDR128776","Valeri<br>va(le)<br>M&#770;A FI<br>IVS"
"EDR128777","Clodius<br>hic et ubiq(ue)<br>amabilit=<br>er"
"EDR128778","Pan[em? ---]<br>PVRTARIVM+ <br>X"
"EDR128779","Matris Elesina (:Eleusinae)"
"EDR127849","((:instrumentum gladiatorum, galea))<br><br>S++<br>sumit<br>AIVNTI  CV<br><br>((:instrumentum gladiatorum, thorax)) <br>"
"EDR128673","((:caput hominis ad sin. conversum))"
"EDR127423","Chole (:Chloe) Clemen"
"EDR127821","Eucapa puer · va(le)"
"EDR127822","M(anio) Aemilio "
"EDR127826","Prima"
"EDR127827","nec Phrygas (:Phryges)<br>extabant. Quid<br>agit apex<br>dester (:dexter)"
"EDR128748","&#12296;:textus non legitur&#12297;"
"EDR128651","IV Non(as) Iul(ias) <br>paenulam, palliolum <br>[?posita ad Fau]stilla(m)<br>Pr[o---] L usur[a] <br>[deduxit?] XIIIS (?) <br>[aeri]s a(sses) VIII"
"EDR128739","Ascula"
"EDR128740","pascela "
"EDR128752","&#12296;:columna I&#12297;<br>IIIIIIIIIII    <br><br>&#12296;:columna II&#12297;<br> IIII"
"EDR128753","quisquis<br>in catedra "
"EDR128755","Spe(s?) a&#803;(ssibus?)"
"EDR128899","((:herma viri ad sin. conversus))"
"EDR167808","((:Equus ad d.))"
"EDR167703","((:caput gladiatoris galeatum)) "
"EDR167672","((:caput hominis ad sin.)) <br>Surus (:Syrus)<br>Hol(coni?)"
"EDR140046","Col=<br>((denarius))<br>ono (:Colono)"
"EDR140050","Bucolus"
"EDR140054","f&#803;eliter (:feliciter)<br>((:FELICITER in forma navis scriptum))"
"EDR140131","Croca&#818;l&#803;e<br>barbat&#818;a&#818;"
"EDR140145","[&#8008;]&#957;&#818;&#941;&#818;&#1010;&#818;&#953;&#818;&#956;&#818;&#959;&#818;&#1010;&#818;<br>&#949;&#818;&#965;&#818;&#957;&#965;&#818;&#1010;&#818;<br>L&#818;I&#818;[-]E&#818;M&#818;"
"EDR140150","PA&#770;M"
"EDR140239","C(aius) Iunius<br>((:nomen C(AIUS) IUNIUS in forma navis scriptum))"
"EDR140250","IIIIIII"
"EDR140130","ABCDEFGHIKLMNOPQRTV"
"EDR140152","Hyacinthus hic fu&#818;i&#818;t&#818;<br>Verginiam s&#818;u&#818;a&#818;m&#818;"
"EDR140192","Ara "
"EDR140220","Alica"
"EDR140147","[---]A&#818;S&#818;[---] conclave Puteolis<br>C&#803;[-]AN&#803;A&#803;<br>[---]V&#818;LII consitont (:consistunt) Herculaneses (:Herculanenses) navculae (:naviculae)<br>"
"EDR140168","Felices"
"EDR140172","A Epicurus <br>si es Utica "
"EDR140174","Vasa"
"EDR140187","Q(uintus?) V(---) R(---) "
"EDR140224","[---]gius a Tertio S"
"EDR140669","Rufûla p(ondo?) V s(emis?)"
"EDR140037","XI k(alendas) Febarias (:Februarias)"
"EDR140055","IIIIIIIIIIIIIIIIIIIIIIIIIIIIII"
"EDR140125","Quid"
"EDR140129","MAL"
"EDR140132","MAM"
"EDR140135","Hic amor sapiet"
"EDR140136","XI"
"EDR140140","Q&#803;(uintus) Vet&#803;ius&#803; (:Vettius)"
"EDR140143","Amata&#803;"
"EDR140148","IVSTAR"
"EDR140165","AM<br>Surus<br>Ianua va(le)"
"EDR140171","Saturnina[e]<br>matr(i) uncus<br>a(ssibus) III<br>"
"EDR140177","Assis IIIIHIINII<br>CCCXXX"
"EDR140190","((:gladiatores inter se dimicantes))<br>Euhodus<br>et Satura <br>Puteolani "
"EDR140197","ROM<br>&#12296;:vacat&#12297;<br>R"
"EDR140198","Ani&#803;ciae&#803; f&#818;e&#818;l&#818;i&#818;c&#818;i&#818;t&#818;e&#818;r&#818;"
"EDR140209","&#913;&#914;&#915;&#916;&#917;&#918;&#919;&#920;"
"EDR140213","Cereales sint Cums (:Cumis)<br>"
"EDR140217","ovas EVCL E VA M X P vectat "
"EDR140237","Vibidi "
"EDR140255","Se(xtus) Porcius<br>s s"
"EDR142568","VII Idus Novem(bres) asseres IIII <br>tertius"
"EDR142572","III Idus Iulias tr(itici?) m(odios?) CC"
"EDR143634","((:galea gladiatoria cum crista ad sin.))"
"EDR143636","((:caput acutum cum nasone longo et corona, gryllus?))"
"EDR143648","&#12296;:columna I&#12297;<br>[quid f]it? vi me, oculeì (:oculi), posquam (:postquam) deducxstis (:deduxistis) in ignem<br>[no]n ob vim vestreis (:vestris) largificatis geneis.<br>[porr]&#7885; non possunt lacrumae restinguere flamam (:flammam),<br>[hae]c os incendunt tabificantque animum. <br><br>&#12296;:columna II&#12297;<br>Tiburtinus epoese (:&#7952;&#960;&#959;&#943;&#951;&#963;&#949;)"
"EDR143814","((:galea gladiatoria cum crista ad dext.)) "
"EDR143815","((:galea gladiatoria cum crista ad dext.))"
"EDR143832","((:galea gladiatoria cum crista ad dext.))"
"EDR143833","((:galea gladiatoria))"
"EDR144354","&#920;<br>Faustus<br>Nothus<br>Nothus<br>((:nomina FAVSTVS et NOTHVS scripta in forma trium navium, NOTHVS bis))<br>"
"EDR143900","((:gladiator, murmillo galea et scuto armatus)) <br>"
"EDR144659","((:galea gladiatoria))"
"EDR144347","((:basis columnae cum parte columnae ornamentae et fortasse scalae)) <br>"
"EDR144348","((:basis columnae))<br>"
"EDR144349","((:basis columnae)) <br>"
"EDR144353","((:basis columnae)) <br>"
"EDR144356","((:sex circuli quorum duo simplices et quattuor duplices sunt))<br>"
"EDR144783","((:galea gladiatoria cum crista))"
"EDR145030","((:gryllus feminae cum cornibus, unguibus, dentibus, et alis, falcem aut baculum tenentis))<br>"
"EDR145032","((:gallus cum crista alisque))<br>"
"EDR145036","((:navis))<br>"
"EDR144514","((:camelus dromedarius cum cauda, lodicem gerens, ad dext. incedens))"
"EDR144784","((:galea gladiatoria cum crista))"
"EDR145004","((:cervus a cane assultatus))<br>"
"EDR145005","((:cervus a cane assultatus)) <br>"
"EDR145006","((:cervus a cane assultatus)) <br>"
"EDR145009","((:vir cervum equitans))<br>"
"EDR144352","((:basis columnae))"
"EDR144350","((:basis columnae)) "
"EDR145007","((:cervus a viro laqueo captus)) <br>"
"EDR145008","((:cervus a viro laqueo captus et a cane assultatus)) <br>"
"EDR145037","((:carina navis))<br>"
"EDR145764","((:cervus))  <br>"
"EDR145765","((:cervus))<br>"
"EDR145766","((:cervus))  <br>"
"EDR145771","((:figura hominis))<br>"
"EDR146086","Sollemnes<br>ben&#7865; futues"
"EDR146088","Scordopordonicus hic bene<br>fuit (:futuit) quem voluit"
"EDR146089","Helpis "
"EDR146121","vadavo"
"EDR146122","futui"
"EDR146123","XVII K(alendas) Iul(ias)<br>Hermeros<br>cum Phile=<br>tero et Caphi=<br>so hic futu=<br>erunt"
"EDR146125","Phoebus pedico"
"EDR146187","Hermeros hic futuit"
"EDR146188","lucr[---]"
"EDR146190","Beronice<br>[h]abenda<br>futuere"
"EDR145296","((:vir ad sin. prospiciens))<br><br>"
"EDR148520","Sollemnes (:Sollemnis) hic "
"EDR145384","((:gladiator gladio et scuto longo armatus))"
"EDR145767","((:animal))<br>"
"EDR145768","((:animal))<br>"
"EDR145941","va(le?)<br>[---]rio [I?]sidoru<br>IX<br>((:viri caput))<br>"
"EDR145943","((:scaena erotica))<br>"
"EDR144786","sei (:si) quid amor valeat nostei (:novisti), sei (:si) te hominem scis,<br>commiseresce mei, da veniam ut veniam.<br>flos Veneris mihi de"
"EDR145431","Felix<br>bene futues "
"EDR145436","calos Paris"
"EDR145437","calos Castrensis s"
"EDR145935","((:cervus stans))<br>"
"EDR145942","Proculus<br>((:herma viri))<br>"
"EDR145999","Phoeb(us?)"
"EDR146001","Phoebus unguentarius<br>optume (:optime) futuit"
"EDR146085","&#7778;[ol]&#7735;emnes<br>&#7685;[e]ne futues"
"EDR147517","((:circulus circulos continens)) "
"EDR147519","((:circulus circulos continens)) "
"EDR147725","Neptunus<br>((:nomen NEPTVNVS in forma navis scriptum))<br>"
"EDR147863","((:circulus circulos continens)) "
"EDR147934","((:circulus flores continens)) <br>"
"EDR147935","((:circulus circino tractus)) <br>((:compass-drawn circle)) "
"EDR147936","((:circulus circino tractus)) <br>((:compass drawn circle)) "
"EDR147976","((:circulus circino tractus)) <br>((:compass drawn circle)) "
"EDR148022","Surre(n)tinas <br>Surrentinas <br>((:verba Surrentinas scripta in forma duae navium))<br>((:words Surrentinas written in the shape of two boats))"
"EDR148378","Labyrinthus <br>hic habitat <br>Min((:labyrinthus))otaurus (:Minotaurus)<br>"
"EDR148379","Qûartio v&#770;a(le) <br>((:labyrinthus)) <br>((:labyrinth))"
"EDR148380","((:labyrinthus circularis))<br>"
"EDR148381","((:labyrinthus circularis))  "
"EDR148419","((:duo triangula))<br>((:two triangles))"
"EDR148435","Cressa"
"EDR148436","fututa sum hic"
"EDR148511","contìquere"
"EDR148512","Neptuna&#7735;&#7883;s"
"EDR148515","&#924;&#959;&#965;&#963;&#945;&#8150;&#959;&#962;<br>&#7952;&#957;&#952;&#940;&#948;&#949;<br>&#946;&#949;&#953;&#957;&#949;&#8150; (:&#946;&#953;&#957;&#949;&#8150;)"
"EDR148521","December bene futuis"
"EDR148523","Iarin[us]"
"EDR148525","Victorie"
"EDR148526","Asbestus hic"
"EDR148527","Florus"
"EDR148684","IIX Idus Ianuar(ias)<br>sacculum"
"EDR148880","Evodius<br>((:navis cum malo veloque)) <br>((:ship with mast and sail))<br>"
"EDR149304","Aman(dus)<br>Am(andus)"
"EDR147882","((:circulus florem continens)) "
"EDR147686","Thallasâe fusa Optatus<br>((:verba in forma navis scripta))"
"EDR147717","Neptunus<br>((:nomen NEPTVNUS in forma navis scriptum))<br>"
"EDR147916","Restitutus<br>((:nomen RESTITVTVS in forma navis scriptum)) <br>"
"EDR147917","Secundus<br>((:nomen SECVNDVS in forma navis scriptum))<br>"
"EDR147920","Secun[du]s <br>((:nomen SECVNDVS in forma navis scriptum))<br>"
"EDR147922","Communem nu(mmum)<br>((:verba COMMUNEM NU(MMUM) in forma navis scripta)) "
"EDR148651","siquis erit variae am&#803;"
"EDR148686","Secundus "
"EDR148789","Anteros hoc scripsit"
"EDR148790","Cosmus"
"EDR148820","Aelius Magnus Plotillae suae<br>rogo domina  salutem"
"EDR148861","((:quadratum)) <br>((:rectangle))"
"EDR148875","((:navis cum malo velo et remis)) <br>((:ship with mast, sail and oars))"
"EDR148876","((:navis cum remis maloque)) <br>((:ship with mast and oars))"
"EDR148877","((:navis cum malo))<br>((:ship with mast))"
"EDR148878","((:navis cum remis velis malisque)) <br>((:ship with oars, masts and sails))"
"EDR148879","((:navis cum velo))<br>((:ship with sail))"
"EDR148882","((:navis))"
"EDR149050","Habitus"
"EDR149052","S[t]ano sis gemm(a)<br>[- - -]&#7746;O&#7770;[- - -]"
"EDR149053","Habitus"
"EDR149056","Crescens. Eu=<br>ant&#770;il(lus?)<br>Paris, v&#770;a(le)"
"EDR149057","Trebenius"
"EDR149060","Unus amat una(m).<br>Sa(lutem). Sal(utem)."
"EDR149063","Pac&#7841;[tus?]<br>Pom[peia]nis (salutem?)"
"EDR149164","Marim "
"EDR149196","Sacaba e&#803;t C&#803;a&#803;r&#803;a&#803;(?)milus &#12296;:lectio incerta&#12297;<br>((:duo gladiatores, a quibus alter, sub SAC, alterum, sub M, tridente petit))<br>((:two gladiators, one attacking the other with a trident))"
"EDR148830","Taurus AAAOER[-----]S<br>ETA non PAS[---]AN VS<br>ERBA<br>"
"EDR149062","Celer[i]=<br>na Spuri f(ilia)<br>S&#7865;[l]inunti"
"EDR149065","[A]basc[antus]"
"EDR149139","Ianuar[i]us"
"EDR149140","Venimus<br>Venerunt"
"EDR149141","Laculus<br>Priscillo<br>amabiliter<br>`scr(ipsit) Ephaphra´<br>`et´<br>`pereg(it) Elea´<br>`sitientes´"
"EDR149145","Bemilia  &#12296;:textus non legitur&#12297;"
"EDR149160","qui modo mo[- - -]<br>erminuca"
"EDR149161","nox"
"EDR149162","N voco"
"EDR149163","Crescens"
"EDR149165","Noct(---?)"
"EDR149172","((denarii)) XVIII<br>((denarii)) III"
"EDR149185","Hermes"
"EDR149232","IIIIIIIIIII"
"EDR149236","Vi(c)torius"
"EDR149238","Hervi"
"EDR149240","Marcus"
"EDR149241","Novi"
"EDR149244","&#1017;&#973;&#956;&#956;&#803;(&#945;&#967;&#959;&#962;)"
"EDR149245","Qui(s)quis"
"EDR149247","Iulium &#921;(---?)"
"EDR149248","Hellespontus"
"EDR149252","Marce(llus?)<br>Proculus<br>Marcellus"
"EDR149253","Bromius"
"EDR149254","Mam&#803;"
"EDR149255","Mari<br>Victor[ius]<br>"
"EDR149258","IIIIIIII"
"EDR149293","Prima"
"EDR149296","Habito suo&#803; sal(utem), sal(utem)."
"EDR148418","((:stella)) "
"EDR149048","&#12296;:columna I&#12297;<br>Lite, es dypundi (:dupundi). <br><br>&#12296;:columna II&#12297;<br>Lite, <br>aeris a(ssis)"
"EDR147918","N(umerius) Popidius <br>Salvius<br>((:nomen in forma navis scriptum)) "
"EDR148653","Sutores mavir[--]um&#803; quem <br>Ca[se]lli&#768;us Anthah[--]m[--]m"
"EDR148829","Hiic (:Hic) venatio pugnabiit (:pugnabit) V K(alendis) Septembriis (:Septembris)<br>et Felix ad ursos pugnabiit (:pugnabit)"
"EDR148831","Quota s(unt?) capita dua<br>sella quadru&#770;a<br>equales di&#768;na vix<br>XI"
"EDR149159","NOI[-]<br>amv&#803; ((:caput hominis)) ((:phallus directus versus os capitis illius))<br>((:man's head)) ((:upright phallus pointing towards man's head))     <br>AMOI"
"EDR149204","XVS  XVS"
"EDR149206","[Ba]lbus et Fortunata duo co(n)iuges "
"EDR149207","BACTEICIEO "
"EDR149208","quin"
"EDR149209","Phoebus"
"EDR149211","Latinus"
"EDR149212","Q(uintum) Varium "
"EDR149334","&#922;&#945;&#955;&#969;&#834;&#1010; &#956;&#945;&#953;&#959;&#961;[&#949;]&#1010; [---]&#953;&#954;&#945;"
"EDR149511","Ner(oniane?)"
"EDR149512","Tum"
"EDR149513","Camp(---?)<br>((:palma))<br>((:palm frond))"
"EDR149040","Sica"
"EDR149042","Pari(di?)"
"EDR149044","Paridi ((:phallus))"
"EDR149045","[- - -]ECMONA[- - -]"
"EDR149323","Duobus<br>Fabi(i)s fe[l(iciter)]"
"EDR149324","[Proc?]ulus"
"EDR149331","Procule<br>Postumi, va(le)"
"EDR149332","Lucciae<br>cu[---]ma&#803;<br>[------]"
"EDR149344","Vesbin(us) Vesbinus<br>"
"EDR149490","Q(uinto) Postumio Modesto fil(i)c(iter) (:feliciter)"
"EDR149283","Marca"
"EDR149116","&#7778;&#969;&#963;as (:&#931;&#969;&#963;&#8118;&#962;)"
"EDR149285","MO ((:phallus)) A<br>S&#7734;"
"EDR149286","venimus"
"EDR149287","Va(le) Issa<br>Fabia"
"EDR149289","Q(uinti) Hortessi (:Hortensi)"
"EDR149343","Posphorus (:Phosphorus)<br>hic futuit"
"EDR149449","Fru&#949;tus (:Fructus)"
"EDR149450","Fructus"
"EDR149451","Fructus"
"EDR149453","Bellicus hic futuit quendam<br>[l]&#7909;culentissimo (:luculentissime) fut[ui]<br>"
"EDR149447","Cadia"
"EDR149448","clim"
"EDR124979","Nicopolis va&#770;l&#770;e"
"EDR124986","Hantis (:Anthis) v&#770;a(le)"
"EDR145429","IIas (:Ias) cum Ma=<br>gno ubique"
"EDR145430","Hic ego puellas multas<br>futui"
"EDR145432","Ikarus &#920;"
"EDR145433","Facilis hic futuit"
"EDR145435","panta"
"EDR145438","((:phalli figura))<br>Iarinus"
"EDR148874","((:scutum))<br>((:shield))"
"EDR148881","((:navis cum malo veloque)) <br>((:ship with mast and sail))"
"EDR149046","As(ses) IV<br>divitias<br>s(cripula?) III"
"EDR149047","R(h)esus v&#770;a(le)"
"EDR149110","Victorie · A(---) · V(---)"
"EDR148675","&#12296;:ad perpendiculum&#12297;<br>&#12296;:textus non legitur&#12297;<br>"
"EDR148676","M(arcum) Va&#770;sculum"
"EDR148677","XIX K(alendas) Fe&#803;bruarias  "
"EDR149197","[H]irriu(s)"
"EDR149198","H&#803;ir(r)iu(s)"
"EDR149205","&#12296;:columna 1&#12297;<br>CV<br>MM<br>    <br>&#12296;:columna 2&#12297;<br>huc co[nveniunt]<br>Prim(us)<br>[F]ortuna[tus]<br>Felix "
"EDR149210","NavaS&#803;&#803;P&#803;a "
"EDR149213","Firmus<br>Firm[u]s"
"EDR149215","D&#803;iogenes"
"EDR150188","Quartio&#803;<br>VIII C&#803;A&#803;"
"EDR150296","((:figurae duorum gladiatorum, alter retiarius est cum fuscina; alter cum hasta et fortasse cum fuscina armatus est))<br>((:figures of two gladiators, one is a retiarius with a trident; the other is armed with a spear and perhaps a trident))"
"EDR150297","((:figura gladiatoris cum galea ac fortasse scuto)) <br>((:figure of a gladiator with a helmet and perhaps a shield))"
"EDR150397","((:casulae frons cui et ad d. et ad sin. palma adiecta est et cuius portam quadrupes petit qui cornibus longis in cervi modum praeditus esse videtur))<br>((:front of a house flanked on the right and the left by a palm, and whose door is approached by a quadruped who seems to have long horns like a deer))"
"EDR150500","&#7961;&#961;&#957;&#8134;&#962; (:&#7961;&#961;&#956;&#8134;&#962;)"
"EDR150503","Sever&#12314;u&#12315; us"
"EDR150504","Sisininus"
"EDR150505","Ver+++<br>felas (:fellas)<br>Fortuna sic"
"EDR150506","Placidus hic futuìt quem voluìt"
"EDR149067","&#913;&#914;&#915;"
"EDR151051","irrumo set (:sed) v+++K+++as<br>"
"EDR151052","&#12314;a[+3?+]&#12315; Nice fellat"
"EDR151053","f&#803;&#7909;&#7841;&#7789; a(sses) II"
"EDR151054","CRI S"
"EDR151055","Romanus"
"EDR151056","Ver"
"EDR151057","CVI (:centum sex)"
"EDR151058","IC (:nonaginta novem)"
"EDR151059","he<br>he<br>hac"
"EDR151060","Synethus"
"EDR151062","Synethus"
"EDR151063","Synethus<br>Faustillam<br>futuit<br>obiq&#770;ûe (:ubique) rite"
"EDR151064","cor i&#7779;"
"EDR151066","quis"
"EDR151068","Murtis (:Myrtis) felatris (:fellatrix)"
"EDR151069","Mur"
"EDR151070","Victor <br>&#7717;&#7841;ec so&#7771;+"
"EDR151071","Scaudì"
"EDR151072","Marci Anic&#803;et[i]"
"EDR146000","Puteolanis feliciter<br>omnibus Nucherinis<br>felicia et uncu(m) Pompeianis<br>Petecusanis"
"EDR146087","Vitalio<br>bene futues"
"EDR146191","Felicla (:Feliculam) ego f"
"EDR146889","Marcus Scepsini (:Scepsidi) ubique sal(utem)"
"EDR146890","Ianuarìae ti"
"EDR146891","Restituta bellis moribus"
"EDR146892","futui Mula (:Mulam) hic <br>quid"
"EDR147138","Callìd&#7771;ome v&#770;a(le)"
"EDR147139","Phoebus"
"EDR147140","Sabinus Proclo (:Proculo)<br>salutem"
"EDR147141","Victor<br>cum"
"EDR148432","victrix victoria v&#770;a(le) "
"EDR148433","pedicare volo"
"EDR148434","vidimus hoc"
"EDR148517","Felix cum<br>Fortunat&#7841;"
"EDR149105","vera Victoria"
"EDR149106","Vìctoria ìnvicta hic"
"EDR149108","Victoria"
"EDR149109","Ianuaria"
"EDR149112","Nais<br>[s]odalis"
"EDR149113","Ìas Magno salute(m)"
"EDR149114","Felix futu[it]<br>cum<br>"
"EDR149115","Ianûariaes"
"EDR149136","Paris"
"EDR149137","[- - -]N&#803;NOI&#803;M"
"EDR149138","Bucinus"
"EDR149177","Im (:in) balneum"
"EDR149178","&#7944;&#964;&#945;&#955;&#945;&#769;&#957;&#964;&#951;<br>"
"EDR149179","&#7944;&#966;&#961;&#959;&#948;&#949;&#943;&#964;&#951; (:&#7944;&#966;&#961;&#959;&#948;&#943;&#964;&#951;)"
"EDR149180","&#7944;&#956;&#945;&#957;&#948;o[&#1010;?]"
"EDR149187","Antonius<br>&#12296;:trans hanc&#12297;<br>M M M S<br>"
"EDR149249","[---?] omnib(us)"
"EDR149250","Phoebus<br>cine&#948;u(s)  (:cinaedus)"
"EDR149251","[- - -]&#7807;i non paterus (:pateris) et nos futuere be[ne?---]"
"EDR149277","Pithia Prima cum Spartitundiolo modo h[ac]"
"EDR149278","Po(pidii)"
"EDR149280","Asti"
"EDR149281","Prima cum suo hac"
"EDR149282","Pithia Prima cum Spartitundiolo hac modo"
"EDR149284","Ianuariae"
"EDR149291","Scutularius cum Africana hac"
"EDR149292","Prima cum Spar[tit]undiolo modo h[ac]"
"EDR149294","CXXXI&#923;&#923;"
"EDR149295","Pyramus, Heuodus (:Euhodus)"
"EDR149335","Sabinus"
"EDR149337","Spes<br>a(ssibus) II"
"EDR149338","Ianuari,<br>ligis (:lingis) [m]entula (:mentulam)."
"EDR149340","CON"
"EDR149345","Epaga=<br>thus fututor<br>II &#12296;:vacat&#12297; C ((:centuria?))"
"EDR149403","IL Poppai EINERI "
"EDR149404","Reus SO"
"EDR149405","Pompeianis<br>fel(iciter) feliciter.<br>Faustin`u´m viginti<br>rogamus."
"EDR149406","Iul(iae?)"
"EDR149434","Augustus "
"EDR149452","hic ego cum veni futui<br>deìnde redei (:redii) domì<br>"
"EDR149973","Phoebus<br>bonus futor (:fututor)<br><br>"
"EDR149974","Hyginus cum M&#7865;&#7779;sì&#7885; hic"
"EDR149975","Caius cum Mysine<br>&#12314;+10+&#7806;&#12315;<br>etsi cum qua miserus"
"EDR149978","Iarinus"
"EDR149983","Syneros"
"EDR150009","&#931;&#965;&#957;&#941;&#961;&#969;&#962;<br>&#954;&#945;&#955;&#8056;&#962; &#946;&#953;&#957;&#949;&#8150;&#962;"
"EDR150010","((:phallus)) ratio (:rationem) mi cum ponis<br>Batacare te pidicaro (:pedicavero)<br>ana"
"EDR150368","L(ucius) Annius [+2?+]it"
"EDR150369","Beronce (:Beronice)"
"EDR150370","Froto (:Fronto) Planì<br>&#7735;ing&#803;it cun=<br>&#7751;um"
"EDR150376","Victor cum Attine<br>hic fuit"
"EDR150494","Fortunata fellat"
"EDR150499","Victor<br>valea (:valeas) qui bene<br>futues (:futuis)"
"EDR150507","Lucrio<br>Amasuc+++<br>Sarnesis (:Sarnensis)"
"EDR151037","Myrtale<br>Cassacos<br>fellas"
"EDR151039","&#923;&#953;&#946;&#949;&#961;&#8118;&#955;&#953;&#962;"
"EDR151041","Ver et Anedia"
"EDR151042","Myrtale<br>CCassa&#803;"
"EDR151043","Ampliatus"
"EDR151047","Murtis (:Myrtis) bene<br>felas (:fellas)"
"EDR151049","Fortunata fellat"
"EDR151050","&#927;&#913;&#922;&#921; (:&#934;&#913;&#922;&#921;)"
"EDR151061","Caius cum I"
"EDR151159","incala&#7807;(it?)"
"EDR149031","&#915;&#949;&#955;&#945;&#1010;&#964;&#8052; &#967;&#945;&#8150;&#961;&#949;"
"EDR149034","Rar(us)"
"EDR149173","[amat qui scrib]et. Pedic[a]t[u]r qui leg[et]. [Qui] obscult[a]t prurit.<br>[Pathicus est qui pr]aete[ri]t.<br>Scribit [p]edicato[r]<br>Septu[m]ius"
"EDR149174","[- - -]<br>[- - - q]uam [p]retio a[u]t precibus v[in?]citur.<br>adsta [- - -]"
"EDR149298","At[r&#803;](---?)"
"EDR149300","CCCLXXXVI"
"EDR147932","((:circulus triplex florem continens)) <br><br>"
"EDR149301","CCCLXXXII"
"EDR148730","Attini (:Atini)"
"EDR148732","((:folium))<br>((:leaf))"
"EDR151048","&#12314;+++&#12315;o&#803;r bene<br>valeas qui bene futues"
"EDR148733","((:folium))<br>((:leaf))"
"EDR148731","((:tres tauri ad sin. currentes)) <br>((:three bulls running to left))"
"EDR149035","((:retiarius cum tridenti))<br>((:retiarius with trident))"
"EDR149036","&#922;&#959;&#957;&#964;&#949;&#956;&#803;&#957;&#969; &#948;&#951;&#961;&#949;&#953;&#948;&#953;&#969; &#923;&#945;&#964;&#969;&#957;&#945; &#964;&#959;&#965;&#945;[&#956;] &#1017;&#945;&#955;&#946;&#953;&#955;&#955;&#945;"
"EDR149037","P<br>Pri(mi)ge[nius?]"
"EDR149038","((:viri facies barbata ad sin.))<br>((bearded face of man facing left))"
"EDR149041","lax<br>f(---?)"
"EDR149043","abiat IIIIIII (:habeat)<br>koueti (:Quieti) ((:corona?))"
"EDR140057","&#934;&#953;&#955;&#953;&#960;&#960;&#949;&#803;"
"EDR140127","Bal&#770;b(us)"
"EDR140134","David"
"EDR140138","Burr&#803;[us] &#12296;:vacat&#12297; p&#803;edad (:petat) H"
"EDR140139","Salvia Superba "
"EDR140167","CEN"
"EDR140169","GENT[--]RR[---]"
"EDR140178","CVEN"
"EDR140179","P S edituis (:aedituus)"
"EDR140181","Severus"
"EDR140182","CLXX"
"EDR140184","&#12296;:ad perpendiculum&#12297;<br>Iuvari"
"EDR140185","VERIII"
"EDR140186","&#934;&#940;&#946;(&#953;&#959;&#962;)"
"EDR140191","Exse&#770;tri (:extersi)"
"EDR140195","XI K(alendas) pane factum<br>III Nonas pane factum<br>&#12314;III&#12315;"
"EDR140200","&#928;&#961;&#972;&#954;&#955;&#945;"
"EDR140206","Ocaeanus (:Oceanus)<br>&#969;"
"EDR147158","((:galea gladiatoria))"
"EDR147856","Montan(u)s<br>sum <br>v(ictoriarum)<br>X<br>((:gladiator)) <br>"
"EDR147862","((:labyrinthus circularis)) <br>"
"EDR147874","((circulus fortasse rota)) <br>"
"EDR147875","((:circulus fortasse rota)) "
"EDR147876","((:circuli))<br>"
"EDR147877","((:circulus))<br>"
"EDR147878","((:circulus florem continens)) "
"EDR147881","((:circulus florem continens))<br>"
"EDR147929","((:circulus florem continens)) <br>((:circle containing flower))"
"EDR147930","((:circulus florem continens)) "
"EDR147933","((:circulus)) <br>"
"EDR147978","((:circulus circino tractus)) <br>((:compass drawn circle))"
"EDR136435","[- - -]I XII IV[- - -] <br>[- - -]XVIIII [- - -]VIIII<br>"
"EDR142571","IIIIIIIIII&#769; IIIIIIIIII&#769; IIIIIIIIII&#769; IIIIIIIIII&#769;  IIIIIIIIII&#769;<br>IIIIIIIIII&#769;  IIIIIIIIII&#769;  IIIIIIIIII&#769;  IIIIIIIIII&#769; X <br>sex"
