AGP-EDR140057,Herculaneum,432873,&#934;&#953;&#955;&#953;&#960;&#960;&#949;&#803;,"Ercolano (Napoli), Insula V.35, Casa del Gran Portale, Facade",1,79,Greek,Graffito/incised
AGP-EDR153151,Herculaneum,432873,Albinus,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR153356,Herculaneum,432873,Vidimus,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR153358,Herculaneum,432873,POLY,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR140206,Herculaneum,432873,"Ocaeanus (:Oceanus)
&#969;","Ercolano (Napoli), Insula V.18, appartamento al piano superiore",1,79,Latin/Greek,Graffito/incised
AGP-EDR140146,Herculaneum,432873,SA,"Ercolano (Napoli), Insula V.1, Facade",1,79,Latin,Graffito/incised
AGP-EDR153483,Herculaneum,432873,VS SVMM,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR153486,Herculaneum,432873,CA,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR153854,Herculaneum,432873,[---]ASV M umor[---],"Ercolano (Napoli), Insula Orientalis II.4, Palaestra",1,79,Latin,"cetera, gypso viridi"
AGP-EDR154369,Herculaneum,432873,XII,"Ercolano (Napoli), Terme Suburbane",1,79,Latin,Graffito/incised
AGP-EDR153615,Herculaneum,432873,LXXII,"Ercolano (Napoli), Insula Orientalis I.1a, Casa di Granianus",1,79,Latin,Graffito/incised
AGP-EDR154441,Herculaneum,432873,IIIIIIIIIIII,"Ercolano (Napoli), Insula Orientalis II.9, Taberna",1,79,,Graffito/incised
AGP-EDR154445,Herculaneum,432873,"IIIIIIIIIIIIIIIII
&#12296;:vacat&#12297; III","Ercolano (Napoli), Insula Orientalis II.10, Bottega del Gemmario",1,79,Latin,Graffito/incised
AGP-EDR151868,Herculaneum,432873,"&#12296;:columna I&#12297;
Aquaria dua cum basis
Aqua(ria?) in manus dua cum basis
Hamas duas cum basis
Aqua(ria) in manu (:manus) cotidian[u I]
cum basis
Urciolos (:urceolos) duos
Candelabra quatuor (:quattuor)
et lucubratoriu(m) unum
Lucerna(m) aenea(m)
Hamula(m) una(m)
Pelvi(s) cum basim
et lytrum (:luterem)
Gutos tres
Scapheola dua
Ferreas strig(i)les VII
Haenas quattor (:quattuor)

&#12296;:columna II&#12297;
Marmor(em) cum basim
aenea
Fuminaria dua","Ercolano (Napoli), Insula V.7, Casa di Nettuno e Anfitrite",1,79,Latin,Graffito/incised
AGP-EDR154432,Herculaneum,432873,"Phyl va(le) 
","Ercolano (Napoli), Rampa",1,79,Latin,Graffito/incised
